Problema,Semilla,S[00],S[01],S[02],S[03],S[04],S[05],S[06],S[07],S[08],S[09],S[10],S[11],S[12],S[13],S[14],S[15],S[16],S[17],S[18],S[19],S[20],S[21],S[22],S[23],S[24],S[25],S[26],S[27],S[28],S[29],S[30],S[31],S[32],S[33],S[34],S[35]
ex2_1_2.bch,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs093,500,26,1,0,0,0,136,0,0,53,119,69,14,29236,17129,3221,12755,7496,1603,0,0,0,0,0,0,0,0,0,0,0,0,41,17,0,18,0,0
genhs28,500,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs099,500,53,2,5,0,0,0,0,0,0,978,502,139,376,239,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex14_1_2.bch,500,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ex8_1_5.bch,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_6.bch,500,428,21,0,308,13,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disc2,500,55,0,0,0,0,5,0,0,0,112,64,14,1557,1018,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex7_2_3bis.bch,500,64,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
hs102,500,45,4,0,0,0,168,0,0,138,137,86,11,13877,9724,2428,10803,6869,1485,0,0,0,0,0,0,0,0,0,0,0,0,71,14,0,46,2,0
ex8_4_4bis.bch,500,351,15,0,7,0,321,0,0,119,996,83,34,26336,18034,4399,10535,7168,1999,67,2,0,0,0,0,0,0,0,12,0,0,37,0,0,15,3,0
test_infinity1.bch,500,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himmel16.bch,500,2837,32,0,0,0,0,0,0,0,334,218,49,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex9_2_5.bch,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_2.bch,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_2_8.bch,500,31,1,7,14,2,201,0,0,0,214,227,107,18471,13717,3484,0,0,0,17,1,0,0,0,0,0,0,0,15,0,0,48,0,0,0,0,0
ex7_2_5.bch,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex5_3_2.bch,500,30,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_1_3.bch,500,30,2,0,0,0,45,0,0,0,446,285,87,3633,2895,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ex8_5_6-1.bch,500,5625,2677,366,0,0,212,0,0,0,16360,12647,3254,0,0,176,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synthes1,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optmass,500,36,60,6,0,0,100,0,0,22,82,58,0,5215,4165,1508,1185,911,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs056,500,56,17,0,0,0,0,0,0,0,65,70,21,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ex2_1_8,500,746,30,0,0,0,0,0,0,0,71,3,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0
hs091,500,213,6,0,0,0,108,0,0,0,414,0,0,5173,3433,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avgasb,500,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs088,500,476,25,0,0,0,0,0,0,0,355,207,13,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
hs098,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela4,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs106,500,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela3,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs104,500,30,2,0,0,0,0,0,0,0,395,214,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,0,0,0,0,0,0,0
ex9_2_2.bch,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_7,500,364,15,0,0,0,0,0,0,0,387,365,75,0,0,0,0,0,0,87,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
test_infinity2.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex4_1_5.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex14_2_7.bch,999,5499,694,42,0,0,0,0,0,0,5541,2901,759,0,0,0,0,0,0,108,3,0,0,0,0,0,0,0,178,4,0,0,0,0,0,0,0
pressure-vessel.bch,999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
like.bch,999,16421,12506,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex9_1_4.bch,999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex9_1_8.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batch,999,178,20,5,15,1,190,0,0,0,464,515,240,5721,5333,724,0,0,0,23,1,0,0,0,0,0,0,0,30,1,0,94,40,2,0,0,0
ex2_1_7,999,544,25,0,0,0,0,0,0,0,297,275,98,0,0,0,0,0,0,132,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_1_2.bch,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dualc8,999,58,2,1,0,0,0,0,0,0,596,624,84,49065,47419,914,0,0,0,27,1,0,0,0,0,0,0,0,17,0,0,40,0,0,0,0,0
polak5,999,2,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aircraftb,999,219,12,0,0,0,0,0,0,0,712,358,48,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,184,3,0,0,0,0,0,0,0
ex4_1_8.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs108,999,31,2,0,0,0,0,0,0,0,229,295,6,9116,9059,179,0,0,0,19,2,0,0,0,0,0,0,0,63,3,0,73,0,0,0,0,0
hs093,999,30,2,0,0,0,626,2,0,1222,79,118,3,22207,22967,2375,13928,13836,6595,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,4,0,0
hs117,999,197,11,0,25,80,186,0,0,0,722,508,7,2612,2768,1553,0,0,0,41,1,0,0,0,0,0,0,0,50,3,0,82,25,0,0,0,0
chem.bch,999,16,1,0,0,0,731,0,0,1095,167,32,0,6253,6452,3346,9821,10509,5738,15,1,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0
ex2_1_9.bch,999,68,3,0,0,0,25,0,0,0,507,580,13,608,599,184,0,0,0,47,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
ex2_1_8,999,773,35,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex14_1_9.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs103,999,45,3,0,3,6,1652,0,0,2304,226,13,0,10519,11585,6699,15479,16808,9253,0,0,0,0,0,0,0,0,0,2,0,0,90,5,0,20,21,0
like-1.bch,999,25856,23349,14824,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_4.bch,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exinfinity2.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dualc1,999,21,30,54,0,0,0,0,0,0,244,176,2,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0
ex7_3_5bis.bch,999,47755,51340,64942,0,12,297272,0,0,0,218649,241319,142787,1421274,1581637,978451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_4inf-1.bch,999,16,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs110,999,402,85,279,3,0,178,0,0,0,178,217,110,858,1024,488,0,0,0,40,1,0,0,0,0,0,0,0,9,0,0,25,0,0,0,0,0
ex8_1_8.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_2_11.bch,999,17,1,0,0,2,1180,0,0,0,234,328,9,5464,6143,3762,0,0,0,25,1,0,0,0,0,0,0,0,36,2,0,28,18,0,0,0,0
chembis.bch,999,2,0,0,0,0,1740,0,0,4031,94,120,4,7451,8673,5811,14291,16687,11603,17,1,0,0,0,0,0,0,0,7,0,0,24,3,0,0,0,0
ex2_1_2.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs093,999,30,2,0,0,0,3625,0,0,3265,76,120,5,14200,16454,11210,14823,16941,11109,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0
genhs28,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs099,999,78,6,1,0,0,0,0,0,0,581,712,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ex14_1_2.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_5.bch,999,5,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,70,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ex8_1_6.bch,999,404,23,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disc2,999,80,5,0,0,0,0,0,0,0,168,10,0,119,165,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex7_2_3bis.bch,999,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs102,999,45,3,1,15,22,1784,0,2,2885,102,70,55,8086,9402,6317,11029,12681,8701,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,0,0
ex8_4_4bis.bch,999,16,2,0,60,67,4618,15,30,3270,262,332,111,18805,21855,15064,14160,15854,10054,50,1,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0
test_infinity1.bch,999,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himmel16.bch,999,3692,138,2,11,0,85,0,0,0,236,196,68,463,533,412,0,0,0,12,0,0,1,0,0,0,0,0,2,0,0,43,19,0,0,0,0
ex9_2_5.bch,999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_2.bch,999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_2_8.bch,999,16,6,2,0,0,2248,0,0,0,179,243,127,9683,11417,7915,0,0,0,24,1,0,0,0,0,0,0,0,27,1,0,50,19,0,0,0,0
ex7_2_5.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex5_3_2.bch,999,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_1_3.bch,999,87,113,1,11,1,615,0,0,0,128,175,97,2326,2785,1666,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ex8_5_6-1.bch,999,60,73,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synthes1,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optmass,999,30,60,12,0,0,900,0,0,130,53,30,55,3511,4095,2630,1595,1747,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs056,999,6,0,1,0,0,0,0,0,0,23,60,98,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ex2_1_8,999,679,171,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs091,999,165,6,0,0,0,755,0,0,0,296,0,0,4054,3234,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avgasb,999,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs088,999,329,22,0,0,0,0,0,0,0,286,282,81,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
hs098,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela4,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs106,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela3,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs104,999,26,1,1,0,0,0,0,0,0,246,243,84,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0
ex9_2_2.bch,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_7,999,568,31,1,0,0,0,0,0,0,268,297,102,0,0,0,0,0,0,121,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
test_infinity2.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex4_1_5.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex14_2_7.bch,1337,20,1,1,0,0,12,0,0,0,945,752,314,2184,2514,344,0,0,0,111,2,0,9,9,2,0,0,0,161,4,0,132,34,0,0,0,0
pressure-vessel.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
like.bch,1337,282682,321846,24179,0,0,133,0,0,0,30,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex9_1_4.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex9_1_8.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batch,1337,160,66,153,0,0,0,0,0,0,582,654,412,4767,5556,117,0,0,0,31,1,0,0,0,0,0,0,0,18,1,0,98,12,0,0,0,0
ex2_1_7,1337,650,35,0,0,0,0,0,0,0,286,335,4,0,0,0,0,0,0,88,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
ex6_1_2.bch,1337,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dualc8,1337,47,2,0,0,0,0,0,0,0,1326,75,0,44536,50860,1142,0,0,0,26,1,0,0,0,0,0,0,0,97,10,0,88,28,0,0,0,0
polak5,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aircraftb,1337,135,7,0,0,0,0,0,0,0,1059,53,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,194,29,0,0,0,0,0,0,0
ex4_1_8.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs108,1337,9,0,0,0,0,54,0,0,0,562,31,0,7707,8693,183,0,0,0,42,1,0,0,0,19,0,0,0,41,2,0,54,48,0,0,0,0
hs093,1337,30,2,0,0,0,0,0,0,3149,205,10,0,21788,25355,572,14401,16439,10492,0,0,0,0,0,1,0,0,0,0,0,0,59,33,3,0,0,0
hs117,1337,123,7,0,31,32,325,0,0,0,1067,59,0,2709,2947,1581,0,0,0,50,2,0,0,0,0,0,0,0,31,1,0,63,32,7,0,0,0
chem.bch,1337,30,2,0,0,0,35,0,0,2423,176,11,0,5846,6613,4356,9083,10648,7608,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,5,0
ex2_1_9.bch,1337,21,1,0,0,0,2,0,0,0,1103,432,12,457,545,190,0,0,0,33,1,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0
ex2_1_8,1337,651,38,0,0,0,0,0,0,0,102,6,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0
ex14_1_9.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs103,1337,45,3,0,36,65,60,0,0,3951,222,13,0,9894,11520,7677,14652,16861,10760,0,0,0,0,0,0,0,2,0,0,0,0,126,42,0,69,42,0
like-1.bch,1337,12585,9599,6839,0,0,0,0,0,0,80,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_4.bch,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exinfinity2.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dualc1,1337,25,0,0,0,0,0,0,0,0,402,31,0,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0
ex7_3_5bis.bch,1337,61222,66995,58490,10,0,26,0,0,0,21141,23554,529,261,429,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_4inf-1.bch,1337,16,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs110,1337,16,30,147,0,0,12,0,0,0,480,468,8,1373,1723,1104,0,0,0,37,1,0,0,0,0,0,0,0,13,0,0,26,0,0,0,0,0
ex8_1_8.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_2_11.bch,1337,33,60,111,0,0,32,0,0,0,225,269,7,5632,6295,3984,0,0,0,26,1,0,0,0,0,0,0,0,18,0,0,96,63,1,0,0,0
chembis.bch,1337,36,60,119,0,0,50,0,0,4236,7,0,0,8185,9434,6279,15095,17580,12016,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_2.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs093,1337,15,30,186,13,7,107,0,0,3133,3,0,0,16150,18596,12717,13943,15854,10279,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,31,7,0
genhs28,1337,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs099,1337,75,99,57,0,0,1,0,0,0,697,779,11,75,120,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex14_1_2.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_5.bch,1337,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
ex8_1_6.bch,1337,198,57,186,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disc2,1337,30,2,0,0,26,5,0,0,0,74,115,4,1029,1265,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex7_2_3bis.bch,1337,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs102,1337,45,3,0,0,13,54,15,7,2908,94,132,3,8837,10181,6816,10884,12546,8724,0,0,0,0,0,0,0,0,0,0,0,0,61,9,0,15,2,0
ex8_4_4bis.bch,1337,32,1,0,0,24,199,15,30,2842,403,467,9,30564,35023,23331,11114,12659,8603,53,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
test_infinity1.bch,1337,105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
himmel16.bch,1337,3026,189,3,0,0,0,0,0,0,329,392,8,2,12,0,0,0,0,20,0,0,0,0,0,0,0,0,14,1,0,14,0,0,0,0,0
ex9_2_5.bch,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex8_1_2.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_2_8.bch,1337,30,22,0,0,8,72,0,0,0,261,300,7,11385,13190,8837,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,69,3,0,0,0,0
ex7_2_5.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex5_3_2.bch,1337,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex6_1_3.bch,1337,31,3,0,3,41,16,0,0,0,239,285,5,3117,3502,2043,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,7,0,0,0,0,0
ex8_5_6-1.bch,1337,3966,2172,391,0,0,0,0,0,0,33691,38855,1012,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synthes1,1337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optmass,1337,15,30,113,0,0,24,0,0,130,20,30,28,3888,4500,2936,1540,1668,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs056,1337,4,0,82,0,0,0,0,0,0,64,78,85,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex2_1_8,1337,367,66,150,0,0,0,0,0,0,76,63,59,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hs091,1337,223,13,0,0,0,552,0,0,0,398,25,0,4144,3194,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avgasb,1337,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs088,1337,331,21,1,0,0,0,0,0,0,314,305,66,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,78,2,0,0,0,0,0,0,0
hs098,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela4,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs106,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makela3,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hs104,1337,30,4,1,0,0,0,0,0,0,220,254,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0
ex9_2_2.bch,1337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
